id_siniestro,valor_real,valor_predicho,probabilidad_fatal
LC-2023-0292715,0,0,0.21685905016601137
LC-2021-0340114,0,0,0.1375257259865864
LC-2022-0034956,0,0,0.028134711923078703
LC-2022-0410235,0,0,0.5151845129921935
LC-2021-0374602,0,0,0.07616628698050477
LC-2024-0630030,0,0,0.01634368804020209
LC-2021-0095637,0,0,0.010859457997792785
LC-2023-0186268,0,0,0.01812987713196235
LC-2019-0377007,0,0,0.0004229416536472334
LC-2025-0935229,0,0,0.09140827552243952
LC-2025-0826564,0,0,0.008734808301998251
LC-2023-0653547,0,0,0.13952472381315167
LC-2025-0329334,0,0,0.06505937139102727
LC-2021-0228214,0,0,0.0006985840022907585
LC-2019-0448979,0,0,0.373227805784306
LC-2019-0450647,0,0,0.06261713617225087
LC-2021-0493601,0,0,0.08401388023645785
LC-2023-0395121,0,0,0.005509830334008859
LC-2022-0348234,0,0,0.25803852943403505
LC-2019-0551839,0,0,0.06328341839798463
LC-2025-0686910,0,0,0.008355534052013143
LC-2025-0581013,0,0,0.056751065909393994
LC-2022-0596474,0,0,0.16445208845026923
LC-2022-0471363,0,0,0.4334664953943344
LC-2021-0433548,0,0,0.008583758475615953
LC-2024-0307096,0,0,0.20262780961487759
LC-2022-0016906,0,0,0.2247979948615766
LC-2021-0123589,0,0,0.022642378794512464
LC-2019-0418095,0,0,0.025789922298667108
LC-2020-0103914,0,0,0.014136342774036748
LC-2025-0923914,0,0,0.5417495517446941
LC-2022-0100051,0,0,0.23704876430934757
LC-2023-0208005,0,0,0.12154102275098726
LC-2020-0504354,0,0,0.06307655784297614
LC-2022-0416294,0,0,0.0030127856754782125
LC-2023-0567064,0,0,0.005759323778138774
LC-2021-0337415,0,0,0.08239013167958968
LC-2022-0162289,0,0,0.2589737798530098
LC-2023-0146347,0,1,0.27711662121957026
LC-2025-0779430,0,0,0.20037476109722147
LC-2025-0119024,0,0,0.2274267190991453
LC-2023-0580931,0,0,0.12121900119485027
LC-2023-0373044,0,0,0.1565246220969279
LC-2022-0058599,0,0,0.06901191034701921
LC-2022-0554988,0,0,0.013025463024989296
LC-2024-0619387,0,0,0.2803371236870687
LC-2022-0064873,0,0,0.22374317691731277
LC-2025-0887610,0,1,0.02727650221369693
LC-2021-0590562,0,0,0.05915373989753575
LC-2025-0829824,0,0,0.027883430166777454
LC-2025-0741165,0,0,0.2303304375826222
LC-2023-0337009,0,0,0.3949393578833515
LC-2023-0434982,0,0,0.11912479886364173
LC-2023-0496739,0,0,0.15091824015158867
LC-2025-0097223,0,0,0.015111463890635758
LC-2022-0305659,0,0,0.04985324859356083
LC-2021-0248645,0,0,0.3458122652296575
LC-2019-0596971,0,0,0.029512378096013894
LC-2025-0703277,0,0,0.1546080626561252
LC-2024-0654917,0,0,0.1827592094166465
LC-2019-0569303,0,0,0.1073044868252187
LC-2023-0499282,0,0,0.050720441354233224
LC-2021-0435179,0,0,0.0002756423486435253
LC-2023-0083528,0,0,0.09975286928590861
LC-2023-0430613,0,0,0.19152274570905334
LC-2024-0092233,0,0,0.3444470840121972
LC-2020-0133911,0,0,0.09497410148507168
LC-2021-0480794,0,0,0.04023816135018812
LC-2022-0057823,0,0,0.03875206682577308
LC-2022-0441314,0,0,0.002016703633145297
LC-2022-0499090,0,0,0.13402986559040886
LC-2022-0198704,0,0,0.13917148970374332
LC-2019-0429789,0,0,0.12435710393545037
LC-2025-0188731,0,1,0.03914528071305687
LC-2025-0861780,0,0,0.038667971510043184
LC-2022-0642302,0,0,0.15079848856738365
LC-2021-0118813,0,0,0.16403501939678228
LC-2020-0605553,0,0,0.4162992015320294
LC-2022-0025676,0,0,0.11977734880611238
LC-2023-0241848,0,0,0.001803109327534598
LC-2021-0583338,0,0,0.6308722570521533
LC-2024-0495403,0,0,0.18836477977435398
LC-2021-0345254,0,0,0.33439582599945816
LC-2019-0148394,0,0,0.02134414033809862
LC-2021-0182928,0,0,0.09534424113944366
LC-2019-0591253,0,0,0.021679062164131672
LC-2024-0439962,0,0,0.0034009313389273704
LC-2024-0634284,0,0,0.05933358303689049
